house_id,area,bedrooms,bathrooms,stories,has_pool,quality,price
769,4285,2,2,2,0,2,939448
770,1442,3,3,1,0,2,529431
771,4385,3,3,1,1,3,1094048
772,1509,4,3,2,0,1,519414
773,2589,5,3,3,0,1,717345
774,4189,3,3,1,1,2,988926
775,1599,2,2,1,0,1,433131
776,1917,3,3,2,0,1,559611
777,3889,3,1,1,0,1,800257
778,3880,2,1,2,1,1,851833
779,3564,4,2,3,0,2,920212
780,3775,1,1,1,0,1,731575
781,3170,4,4,2,0,2,858556
782,2007,3,1,1,0,2,581804
783,2382,3,2,1,0,2,642051
784,1726,3,2,2,0,1,511367
785,4633,4,1,1,0,2,984997
786,3333,3,3,3,1,1,868341
787,2603,3,1,2,1,2,747109
788,2848,1,1,1,0,3,748650
789,4789,3,1,1,1,2,1048226
790,1613,2,2,1,0,2,504614
791,3344,3,1,1,0,2,762615
792,3023,3,2,1,0,2,755940
793,3445,3,3,1,1,3,967243
794,1072,1,1,2,1,3,548452
795,4488,1,1,2,0,2,926633
796,4728,3,3,2,1,2,1095948
797,3260,1,1,2,0,3,824629
798,3786,1,1,1,1,3,926397
799,4689,1,1,1,1,2,999454
800,3828,5,3,2,0,2,953695
801,1610,3,1,2,0,1,468205
802,3305,2,2,1,0,3,851635
803,3426,2,2,2,0,1,750569
804,2696,2,1,2,0,2,691029
805,3945,3,2,2,0,1,843129
806,4737,3,2,1,1,1,985755
807,4702,2,1,2,0,2,999561
808,2803,2,2,2,0,3,800856
809,1452,1,1,2,1,1,477126
810,4939,3,3,2,1,2,1136677
811,4355,3,2,2,0,1,898743
812,1498,2,1,2,1,1,485253
813,4683,1,1,1,0,2,936869
814,4479,1,1,2,1,2,998171
815,3075,5,2,2,0,1,745023
816,3365,2,2,2,0,2,805501
817,2596,3,3,1,0,1,634980
818,1219,3,1,1,0,2,464766
819,2340,2,1,2,0,3,727985
820,4211,2,1,2,0,3,1004631
821,1018,2,2,3,0,2,475933
822,2333,3,2,2,1,2,723929
823,2592,3,1,2,0,3,783699
824,3149,3,2,2,0,1,710128
825,4679,3,1,2,0,3,1091047
826,2385,1,1,2,0,3,702358
827,2387,5,1,2,1,1,665502
828,3950,3,2,1,1,1,863697
829,2808,2,2,2,0,3,792825
830,1898,5,1,2,0,2,623023
831,2809,3,3,1,1,1,706441
832,1563,3,3,1,0,1,450141
833,1705,3,2,1,1,2,594007
834,2993,4,4,1,0,2,819462
835,2675,3,2,1,1,2,752752
836,4659,2,2,1,0,3,1040036
837,2449,2,1,3,0,1,626392
838,3322,4,1,2,1,2,868380
839,3529,2,1,1,0,2,783813
840,1052,2,1,1,0,2,406311
841,3654,3,3,2,0,1,815661
842,1712,3,3,1,0,3,655486
843,4844,3,2,2,0,3,1116610
844,1594,4,4,2,0,2,593496
845,2658,2,1,2,0,2,699610
846,1341,2,1,1,0,1,401688
847,4987,2,2,2,1,2,1083099
848,3008,4,4,1,0,2,800801
849,3381,3,2,3,0,2,864415
850,1268,2,2,2,0,3,562325
851,3999,4,1,1,0,2,885906
852,1839,4,1,1,0,2,585768
853,4592,4,1,1,0,2,990591
854,1820,4,1,2,0,1,530544
855,1762,2,1,1,0,2,518082
856,1146,3,2,2,0,2,488881
857,2888,3,1,1,0,2,688650
858,3259,4,2,2,0,2,831570
859,1262,3,1,2,0,2,513688
860,4102,3,3,2,0,2,946397
861,2813,3,3,2,0,2,746726
862,3097,2,1,1,1,2,778907
863,2763,3,3,1,0,3,805651
864,2603,5,2,2,0,1,674591
865,3238,4,2,1,0,1,722212
866,1620,1,1,1,0,2,485639
867,1727,2,2,1,0,1,457495
868,4447,2,1,1,0,1,862051
869,4784,3,3,1,1,2,1101972
870,2493,4,2,2,0,2,701858
871,2082,2,1,1,1,2,634598
872,3575,3,1,2,0,3,922303
873,2634,4,2,1,0,2,723982
874,1101,3,3,2,0,3,587394
875,1624,3,1,1,0,1,449212
876,3863,3,3,2,0,2,927050
877,3635,3,3,2,0,3,956308
878,1108,2,2,1,0,2,433457
879,1887,3,3,3,1,2,711159
880,1924,3,1,3,1,2,670157
881,3687,4,4,2,0,1,859474
882,1078,3,3,2,0,2,502007
883,1416,3,1,1,0,2,469106
884,4199,2,1,2,0,3,989106
885,1714,3,1,1,0,1,465448
886,3610,1,1,1,0,3,852440
887,1952,2,1,3,0,3,662333
888,1397,3,2,1,0,1,442758
889,1972,5,3,2,1,2,727494
890,3889,1,1,2,0,3,932787
891,4422,3,3,2,1,3,1123567
892,4320,4,1,3,0,2,1013315
893,2588,2,1,1,0,2,666548
894,3672,3,3,1,0,2,853449
895,1819,3,2,1,0,2,584520
896,2172,3,2,1,0,1,549786
897,4585,2,1,1,0,2,939056
898,1052,2,2,1,0,1,379924
899,1342,3,2,2,0,1,455216
900,1831,3,3,2,0,2,621415
901,1106,1,1,1,0,2,403206
902,1725,3,1,2,0,2,560787
903,3332,1,1,1,0,2,741478
904,2685,3,3,1,0,2,728565
905,4570,2,1,2,0,1,897403
906,4269,5,4,2,1,2,1085082
907,2367,2,2,2,0,3,749613
908,2037,2,1,1,0,2,562547
909,2518,2,1,2,0,2,672803
910,3361,2,1,2,0,2,802924
911,2072,4,4,2,0,3,758832
912,3496,5,2,2,0,1,817498
913,2637,2,1,2,0,2,692161
914,3208,3,3,2,1,2,867191
915,2744,3,3,2,0,2,759758
916,2177,4,1,3,0,1,606080
917,4793,3,2,2,0,2,1037199
918,4054,2,1,1,1,1,827830
919,1560,3,2,2,0,2,553965
920,4473,3,1,1,0,2,942795
921,2949,1,1,1,0,1,603341
922,4578,3,3,2,1,3,1157820
923,4199,2,2,3,1,1,922593
924,2700,3,2,3,0,3,815253
925,1089,1,1,1,1,2,445859
926,2074,3,1,2,1,1,600712
927,3166,3,2,1,0,1,697789
928,3533,3,3,3,0,3,967299
929,2031,1,1,3,0,1,541344
930,1557,3,3,2,1,1,541966
931,4339,3,1,2,0,2,965475
932,4937,3,1,2,1,2,1096922
933,3102,3,1,2,0,2,766612
934,1686,3,2,1,0,1,466849
935,2089,4,2,2,0,1,590690
936,1073,2,2,2,0,1,394560
937,4657,4,2,2,1,1,1028231
938,1471,3,1,1,1,2,554260
939,3306,1,1,3,1,2,829788
940,2096,1,1,1,0,1,500544
941,3216,2,1,2,0,2,776152
942,3605,3,3,2,0,2,885897
943,4318,3,2,2,0,3,1043932
944,1825,3,2,2,0,3,684882
945,1043,3,3,1,0,3,530519
946,1547,3,3,1,0,1,473148
947,4600,2,2,2,1,1,949204
948,4495,2,2,2,0,2,986022
949,3389,3,2,1,0,1,717554
950,3402,1,1,2,0,2,783070
951,3660,2,1,2,0,2,852573
952,1701,3,1,2,0,3,648377
953,4657,3,2,2,1,3,1160794
954,2675,5,4,1,1,2,827458
955,2532,4,3,1,1,2,754557
956,3075,3,3,2,1,2,857233
957,1187,3,3,2,0,1,425801
958,1665,3,3,2,0,2,582881
959,3952,3,1,2,0,1,841727
960,1331,2,1,2,0,2,485800
961,3412,3,2,3,0,2,848120
962,1981,4,1,2,0,2,647287
963,2557,2,1,2,0,2,679173
964,2154,3,1,1,0,2,610745
965,2422,3,2,1,0,3,723495
966,3876,2,1,2,0,1,799241
967,2188,2,2,1,0,2,605776
968,3265,2,2,3,0,2,816535
969,2904,1,1,2,0,2,703902
970,3654,1,1,2,0,3,878095
971,4747,4,3,1,0,1,963583
972,3930,2,1,1,0,2,859238
973,1859,3,3,1,1,2,631382
974,1124,2,1,1,0,3,522673
975,2049,4,4,1,0,1,562989
976,3380,2,1,2,0,2,794398
977,1205,3,1,2,0,2,484186
978,2985,4,3,2,1,1,780948
979,3387,4,4,2,0,2,896765
980,2336,2,1,1,0,2,600555
981,4083,4,1,2,0,2,937937
982,1426,3,1,2,0,3,605445
983,1300,3,1,1,0,2,475932
984,3912,2,1,2,0,2,878552
985,2981,1,1,1,0,2,677497
986,3753,3,1,2,0,1,797234
987,2739,3,1,3,0,1,687166
988,1985,3,3,1,0,2,591655
989,4276,3,3,2,0,2,974427
990,4197,3,2,2,0,1,861395
991,3778,2,1,3,0,2,892070
992,2088,3,3,2,0,2,665455
993,3360,2,1,2,0,1,717166
994,2443,3,1,1,1,2,686395
995,1366,3,3,1,0,1,430138
996,4669,5,2,1,0,3,1107379
997,1547,1,1,3,0,3,604041
998,4800,1,1,2,0,2,999118
999,2784,2,1,2,0,1,625911
